,Rank, ,Code,Company,Price,Change,% Chg,Mkt Cap,1 Year
1864,"1,865",no change,TPD,Talon Petroleum Limited,$0.003,0.00,0.00%,$5.03 M,-40.00%
1865,"1,866",no change,OLI,Oliver's Real Food,$0.028,0.00,0.00%,$5.01 M,-89.63%
1866,"1,867",down,AUT,Auteco Minerals,$0.005,-0.001,-16.67%,$5.01 M,+25.00%
1867,"1,868",no change,HHM,Hampton Hill Mining,$0.017,0.00,0.00%,$5.01 M,-55.26%
1868,"1,869",up,TKL,Traka Resources,$0.015,+0.002,+15.39%,$4.97 M,-71.15%
1869,"1,870",no change,SM8,Smart Marine Systems,$0.022,0.00,0.00%,$4.96 M,-36.80%
1870,"1,871",up,GUL,Gullewa Limited,$0.033,+0.001,+3.13%,$4.95 M,+10.00%
1871,"1,872",no change,GPS,GPS Alliance Limited,$0.05,0.00,0.00%,$4.94 M,-16.67%
1872,"1,873",up,MPR,Mpower Group Limited,$0.031,+0.001,+3.33%,$4.92 M,-47.00%
1873,"1,874",no change,ARX,Arc Exploration Limited,$0.195,0.00,0.00%,$4.92 M,-29.73%
1874,"1,875",down,ITW,Ishares MSCI TW ETF ETF Units FP,$51.31,-0.67,-1.29%,$4.90 M,+5.21%
1875,"1,876",no change,CGO,CPT Global Limited,$0.13,0.00,0.00%,$4.87 M,-3.70%
1876,"1,877",down,MLM,Metallica Minerals,$0.015,-0.002,-11.77%,$4.86 M,-62.50%
1877,"1,878",no change,GO2,THEGO2PEOPLE,$0.09,0.00,0.00%,$4.81 M,-18.18%
1878,"1,879",no change,CNX,Carbon Energy,$0.074,0.00,0.00%,$4.81 M,-47.14%
1879,"1,880",down,INCM,Beta Income Leaders ETF Units FP,$16.00,-0.11,-0.68%,$4.80 M,+6.74%
1880,"1,881",no change,NOR,Norwood Systems Limited,$0.003,0.00,0.00%,$4.80 M,-66.67%
1881,"1,882",no change,FIG,Freedom Insurance,$0.02,0.00,0.00%,$4.79 M,-95.51%
1882,"1,883",no change,VYS,Vysarn Limited,$0.035,0.00,0.00%,$4.77 M,0.00%
1883,"1,884",down,ZNO,ZOONO Group Limited,$0.078,-0.001,-1.27%,$4.76 M,-60.00%
1884,"1,885",no change,MZI,MZI Res Limited,$0.016,0.00,0.00%,$4.75 M,-85.46%
1885,"1,886",no change,ACP,Audalia Res Limited,$0.008,0.00,0.00%,$4.74 M,-27.74%
1886,"1,887",no change,POH,Phosphagenics Limited,$0.003,0.00,0.00%,$4.73 M,-72.73%
1887,"1,888",no change,LSH,Lifespot Health Limited,$0.061,0.00,0.00%,$4.73 M,-46.96%
1888,"1,889",no change,AYR,Alloy Resources,$0.003,0.00,0.00%,$4.73 M,-62.50%
1889,"1,890",no change,BMP,Buymyplace Limited,$0.07,0.00,0.00%,$4.73 M,-51.72%
1890,"1,891",no change,MCT,Metalicity Limited,$0.008,0.00,0.00%,$4.70 M,-71.43%
1891,"1,892",no change,GES,Genesis Resources,$0.006,0.00,0.00%,$4.70 M,-57.14%
1892,"1,893",up,MKG,Mako Gold,$0.095,+0.004,+4.40%,$4.69 M,-53.66%
1893,"1,894",no change,RAC,Race Oncology Limited,$0.057,0.00,0.00%,$4.69 M,-79.64%
1894,"1,895",up,AQI,Alicanto Min Limited,$0.033,+0.004,+13.79%,$4.64 M,-67.00%
1895,"1,896",no change,GED,Golden Deeps,$0.027,0.00,0.00%,$4.63 M,-48.08%
1896,"1,897",no change,E2E,Eon NRG Limited,$0.006,0.00,0.00%,$4.62 M,-38.64%
1897,"1,898",no change,JJF,Jiajiafu Mod Agr Limited,$0.054,0.00,0.00%,$4.60 M,-40.66%
1898,"1,899",no change,NME,NEX Metals Explorat,$0.024,0.00,0.00%,$4.58 M,+9.09%
1899,"1,900",no change,CNJ,Conico Limited,$0.013,0.00,0.00%,$4.57 M,-65.79%
1900,"1,901",no change,MDX,Mindax Limited,$0.005,0.00,0.00%,$4.55 M,-37.50%
1901,"1,902",no change,GLH,Global Health Limited,$0.135,0.00,0.00%,$4.55 M,-40.00%
1902,"1,903",no change,BDI,Blina Minerals NL,$0.001,0.00,0.00%,$4.54 M,0.00%
1903,"1,904",no change,LIN,Lindian Resources,$0.012,0.00,0.00%,$4.53 M,-25.00%
1904,"1,905",no change,NXE,New Energy Minerals,$0.03,0.00,0.00%,$4.53 M,-85.71%
1905,"1,906",no change,VPC,VPCL Limited,$0.004,0.00,0.00%,$4.52 M,-20.00%
1906,"1,907",no change,OLH,Oldfields Holdings,$0.055,0.00,0.00%,$4.52 M,-21.43%
1907,"1,908",no change,A1G,African Gold Limited,$0.18,0.00,0.00%,$4.50 M,-40.00%
1908,"1,909",no change,IEQ,International Equiti,$0.035,0.00,0.00%,$4.49 M,-12.50%
1909,"1,910",no change,HMO,Hearmeout Limited,$0.068,0.00,0.00%,$4.47 M,0.00%
1910,"1,911",up,PVD,Pura Vida Energy NL,$0.018,+0.002,+12.50%,$4.46 M,-64.71%
1911,"1,912",no change,RPG,Raptis Group Limited,$0.07,0.00,0.00%,$4.44 M,0.00%
1912,"1,913",no change,LVE,Love Group Global,$0.11,0.00,0.00%,$4.44 M,+107.55%
1913,"1,914",no change,SCL,Schrole Group Limited,$0.008,0.00,0.00%,$4.43 M,-38.46%
1914,"1,915",no change,CM1,Coolgardie Minerals,$0.052,0.00,0.00%,$4.41 M,-71.89%
1915,"1,916",no change,LCD,Latitude Consolidate,$0.016,0.00,0.00%,$4.40 M,-54.29%
1916,"1,917",no change,TAR,Taruga Minerals,$0.031,0.00,0.00%,$4.38 M,-87.08%
1917,"1,918",up,BLZ,BLAZE International,$0.021,+0.001,+5.00%,$4.35 M,-60.38%
1918,"1,919",no change,ERL,Empire Resources,$0.007,0.00,0.00%,$4.35 M,-50.00%
1919,"1,920",up,CCA,Change Financial Limited,$0.044,+0.004,+10.00%,$4.35 M,-95.37%
1920,"1,921",up,BIQ,Buildingiq Inc Cdi 1:1,$0.086,+0.001,+1.18%,$4.32 M,-14.00%
1921,"1,922",no change,JDR,Jadar Lithium Limited,$0.01,0.00,0.00%,$4.30 M,-37.50%
1922,"1,923",no change,MSM,MSM Corporation Intl,$0.009,0.00,0.00%,$4.28 M,-79.07%
1923,"1,924",down,RIM,Rimfire Pacific,$0.004,-0.001,-20.00%,$4.28 M,-75.00%
1924,"1,925",error,OGX,Orinoco Gold Limited,$0.003,0.00,0.00%,$4.27 M,-96.10%
1925,"1,926",no change,MCH,Murchison Holdings,$0.20,0.00,0.00%,$4.27 M,0.00%
1926,"1,927",no change,OKJ,Oakajee Corp Limited,$0.08,0.00,0.00%,$4.26 M,0.00%
1927,"1,928",down,ABT,Abundant Produce Limited,$0.07,-0.01,-12.50%,$4.24 M,-80.56%
1928,"1,929",no change,DAU,Dampier Gold Limited,$0.024,0.00,0.00%,$4.24 M,-14.29%
1929,"1,930",no change,MAS,Mesa Minerals Limited,$0.006,0.00,0.00%,$4.23 M,0.00%
1930,"1,931",no change,FIN,FIN Resources Limited,$0.015,0.00,0.00%,$4.23 M,-37.50%
1931,"1,932",no change,SXA,Strata-X Energy Limited Chess Depositary Interests 1:1,$0.064,0.00,0.00%,$4.21 M,+9.71%
1932,"1,933",no change,RIE,Riedel Resources Limited,$0.01,0.00,0.00%,$4.18 M,-86.11%
1933,"1,934",no change,DLC,Delecta Limited,$0.006,0.00,0.00%,$4.18 M,+50.00%
1934,"1,935",up,DOR,Doriemus Plc Chess Depositary Interests 1:1,$0.072,+0.005,+7.46%,$4.17 M,-28.00%
1935,"1,936",no change,FTT,Factor Theraptcs Limited,$0.004,0.00,0.00%,$4.17 M,-89.74%
1936,"1,937",no change,QEM,QEM Limited,$0.12,0.00,0.00%,$4.17 M,-35.14%
1937,"1,938",no change,FFC,Farmaforce Limited,$0.115,0.00,0.00%,$4.17 M,+79.69%
1938,"1,939",no change,RNL,Rision Limited,$0.003,0.00,0.00%,$4.15 M,0.00%
1939,"1,940",no change,CZN,Corazon Limited,$0.003,0.00,0.00%,$4.14 M,-70.00%
1940,"1,941",up,CML,Chase Mining Limited,$0.02,+0.003,+17.65%,$4.14 M,-50.00%
1941,"1,942",no change,KRX,Koppar Resources,$0.16,0.00,0.00%,$4.13 M,-43.86%
1942,"1,943",no change,SPQ,Superior Resources,$0.006,0.00,0.00%,$4.13 M,-60.00%
1943,"1,944",no change,MIH,MNC Media Invest Limited Chess Depositary Interests US Prohibited 1,$3.60,0.00,0.00%,$4.08 M,0.00%
1944,"1,945",no change,AJC,Acacia Coal Limited,$0.001,0.00,0.00%,$4.07 M,-33.33%
1945,"1,946",no change,ZAM,Zamanco Minerals Limited,$0.063,0.00,0.00%,$4.07 M,0.00%
1946,"1,947",no change,IKW,Ikwezi Mining Limited,$0.001,0.00,0.00%,$4.07 M,-66.67%
1947,"1,948",no change,GBP,Global Petroleum,$0.02,0.00,0.00%,$4.05 M,-41.18%
1948,"1,949",no change,LML,Lincoln Minerals,$0.007,0.00,0.00%,$4.02 M,-76.67%
1949,"1,950",no change,FRN,Fraser Range Metals,$0.016,0.00,0.00%,$4.00 M,-23.81%
1950,"1,951",up,TML,Timah Resources Limited,$0.043,+0.001,+2.38%,$3.99 M,-14.00%
1951,"1,952",no change,ROO,Roots Sustainable Chess Depositary Interests 1:1,$0.079,0.00,0.00%,$3.95 M,-78.65%
1952,"1,953",no change,TMZ,Thomson Res Limited,$0.035,0.00,0.00%,$3.95 M,-41.67%
1953,"1,954",no change,CRS,Caprice Resources,$0.16,0.00,0.00%,$3.94 M,-17.95%
1954,"1,955",up,PM1,Pure Minerals Limited,$0.013,+0.001,+8.33%,$3.92 M,-27.78%
1955,"1,956",down,FNT,Frontier Resources,$0.008,-0.001,-11.11%,$3.91 M,-33.33%
1956,"1,957",no change,PKD,Parkd Limited,$0.10,0.00,0.00%,$3.90 M,-54.55%
1957,"1,958",down,OAU,Ora Gold Limited,$0.006,-0.001,-14.29%,$3.88 M,-72.73%
1958,"1,959",no change,HIP,Hipo Resources Limited,$0.01,0.00,0.00%,$3.87 M,-58.33%
1959,"1,960",no change,GTE,Great Western Exp,$0.004,0.00,0.00%,$3.86 M,-69.23%
1960,"1,961",up,ARN,Aldoro Resources,$0.145,+0.025,+20.83%,$3.84 M,-32.56%
1961,"1,962",no change,GGE,Grand Gulf Energy,$0.005,0.00,0.00%,$3.84 M,+25.00%
1962,"1,963",no change,JPR,Jupiter Energy,$0.025,0.00,0.00%,$3.83 M,-63.24%
1963,"1,964",no change,4CE,Force Com Limited,$0.009,0.00,0.00%,$3.82 M,-87.50%
1964,"1,965",no change,BUY,Bounty Oil & Gas NL,$0.004,0.00,0.00%,$3.81 M,-33.33%
1965,"1,966",no change,BYH,Bryah Resources Limited,$0.078,0.00,0.00%,$3.78 M,-48.00%
1966,"1,967",no change,OAR,Oakdale Resource Limited,$0.019,0.00,0.00%,$3.77 M,-20.83%
1967,"1,968",no change,TYX,Tyranna Res Limited,$0.004,0.00,0.00%,$3.77 M,-80.00%
1968,"1,969",no change,VKA,Viking Mines Limited,$0.012,0.00,0.00%,$3.76 M,-66.67%
1969,"1,970",no change,UTR,Ultracharge Limited,$0.004,0.00,0.00%,$3.75 M,-85.19%
1970,"1,971",no change,AUP,Aurora Property Ordinary Units FP,$1.85,0.00,0.00%,$3.75 M,-54.21%
1971,"1,972",no change,HHY,HHY Fund Ordinary Units FP,$0.046,0.00,0.00%,$3.74 M,-23.33%
1972,"1,973",no change,CM8,Crowd Media Limited,$0.016,0.00,0.00%,$3.73 M,-76.47%
1973,"1,974",no change,PNN,Pepinnini Lithium,$0.003,0.00,0.00%,$3.71 M,-87.50%
1974,"1,975",no change,AYM,Australia United Min,$0.002,0.00,0.00%,$3.69 M,-50.00%
1975,"1,976",down,FAU,First Au Limited,$0.016,-0.001,-5.88%,$3.67 M,-73.33%
1976,"1,977",no change,FIJ,Fiji Kava Limited,$0.081,0.00,0.00%,$3.67 M,-32.50%
1977,"1,978",no change,SHH,Shree Minerals Limited,$0.006,0.00,0.00%,$3.65 M,-32.12%
1978,"1,979",no change,BKM,BKM Management Limited,$0.002,0.00,0.00%,$3.64 M,0.00%
1979,"1,980",no change,MTL,Manalto Limited,$0.001,0.00,0.00%,$3.64 M,-85.71%
1980,"1,981",down,SL1,SYMBOL Mining Limited,$0.007,-0.001,-12.50%,$3.64 M,-79.41%
1981,"1,982",down,OKR,Okapi Resources,$0.12,-0.005,-4.00%,$3.62 M,-66.67%
1982,"1,983",no change,ESE,Esense-Lab Limited Chess Depositary Interests 1:1,$0.019,0.00,0.00%,$3.60 M,-84.80%
1983,"1,984",no change,AUDS,Beta Strong AUD Trading Managed Units FP,$12.00,0.00,0.00%,$3.60 M,-15.61%
1984,"1,985",no change,THD,Thred Limited,$0.002,0.00,0.00%,$3.58 M,-60.00%
1985,"1,986",no change,ACL,Alchemia Limited,$0.011,0.00,0.00%,$3.57 M,-26.67%
1986,"1,987",no change,PBX,Pacific Bauxite Limited,$0.009,0.00,0.00%,$3.57 M,-75.00%
1987,"1,988",down,CT1,CCP Technologies Limited,$0.008,-0.001,-11.11%,$3.57 M,-46.67%
1988,"1,989",up,TNR,Torian Resources Limited,$0.014,+0.003,+27.27%,$3.56 M,-74.55%
1989,"1,990",no change,LTN,Lantern Hotel Group,$0.004,0.00,0.00%,$3.53 M,0.00%
1990,"1,991",no change,ATA,Atc Alloys Limited,$0.025,0.00,0.00%,$3.52 M,0.00%
1991,"1,992",no change,IPC,Imperial Pacific Limited,$1.14,0.00,0.00%,$3.52 M,0.00%
1992,"1,993",no change,IVT,Inventis Limited,$0.005,0.00,0.00%,$3.51 M,-37.50%
1993,"1,994",no change,CLY,Clancy Exploration,$0.001,0.00,0.00%,$3.50 M,-80.00%
1994,"1,995",up,MEB,Medibio Limited,$0.014,+0.002,+16.67%,$3.48 M,-91.91%
1995,"1,996",no change,IND,Indus Energy NL,$0.021,0.00,0.00%,$3.48 M,0.00%
1996,"1,997",no change,AMD,Arrow Minerals,$0.011,0.00,0.00%,$3.46 M,-56.00%
1997,"1,998",no change,PSM,Peninsula Mines Limited,$0.004,0.00,0.00%,$3.45 M,-60.00%
1998,"1,999",down,XTD,XTD Limited,$0.026,-0.004,-13.33%,$3.43 M,-25.71%
1999,"2,000",no change,ETE,Entek Energy Limited,$0.007,0.00,0.00%,$3.43 M,-61.11%
2000,"2,001",no change,XST,Xstate Resources,$0.003,0.00,0.00%,$3.42 M,-66.67%
2001,"2,002",no change,EHX,Ehr Resources,$0.027,0.00,0.00%,$3.42 M,-68.61%
2002,"2,003",no change,BEM,Blackearth Minerals,$0.06,0.00,0.00%,$3.42 M,-57.14%
2003,"2,004",no change,OEQ,Orion Equities,$0.19,0.00,0.00%,$3.38 M,-5.00%
2004,"2,005",no change,LRS,Latin Resources Limited,$0.001,0.00,0.00%,$3.38 M,-88.89%
2005,"2,006",no change,PGI,Panterra Gold Limited,$0.016,0.00,0.00%,$3.37 M,-47.08%
2006,"2,007",down,SIS,Simble Solutions,$0.04,-0.01,-20.00%,$3.37 M,-75.00%
2007,"2,008",no change,AUH,Austchina Holdings,$0.003,0.00,0.00%,$3.35 M,-40.00%
2008,"2,009",no change,CAV,Carnavale Resources,$0.005,0.00,0.00%,$3.34 M,-73.68%
2009,"2,010",no change,MRQ,MRG Metals Limited,$0.005,0.00,0.00%,$3.34 M,-58.33%
2010,"2,011",no change,DRE,Drednought Resources,$0.003,0.00,0.00%,$3.33 M,-40.00%
2011,"2,012",no change,TIN,TNT Mines Limited,$0.115,0.00,0.00%,$3.31 M,-50.00%
2012,"2,013",no change,KTA,Krakatoa Resources,$0.028,0.00,0.00%,$3.29 M,-28.21%
2013,"2,014",down,IDA,Indiana Resources,$0.031,-0.004,-11.43%,$3.29 M,-51.73%
2014,"2,015",no change,EOR,En Oil Gas Limited,$0.008,0.00,0.00%,$3.28 M,0.00%
2015,"2,016",no change,SVD,Scandivanadium Limited,$0.011,0.00,0.00%,$3.25 M,-56.58%
2016,"2,017",no change,GGX,GAS2GRID Limited,$0.003,0.00,0.00%,$3.19 M,0.00%
2017,"2,018",no change,SMD,Syndicated Metals,$0.005,0.00,0.00%,$3.18 M,-37.50%
2018,"2,019",no change,REF,Reverse Corp Limited,$0.034,0.00,0.00%,$3.16 M,-44.26%
2019,"2,020",down,NSE,New Standard Energy,$0.004,-0.001,-20.00%,$3.15 M,-33.33%
2020,"2,021",no change,RD1,Registry Direct,$0.04,0.00,0.00%,$3.15 M,-23.82%
2021,"2,022",no change,CIZ,Corizon Limited,$0.02,0.00,0.00%,$3.15 M,0.00%
2022,"2,023",no change,GPP,Greenpower ENRGY Limited,$0.002,0.00,0.00%,$3.13 M,-77.78%
2023,"2,024",no change,AGJ,Agricultural Land Ordinary Units FP,$0.032,0.00,0.00%,$3.12 M,-27.27%
2024,"2,025",no change,RMX,Red Mount Min Limited,$0.004,0.00,0.00%,$3.11 M,-63.64%
2025,"2,026",no change,OVL,Oro Verde Limited,$0.002,0.00,0.00%,$3.11 M,-50.00%
2026,"2,027",no change,AAJ,Aruma Resources Limited,$0.005,0.00,0.00%,$3.10 M,-76.19%
2027,"2,028",no change,EPA,Ephraim Res Limited,$0.002,0.00,0.00%,$3.08 M,0.00%
2028,"2,029",no change,AMO,Ambertech Limited,$0.10,0.00,0.00%,$3.06 M,-33.33%
2029,"2,030",no change,EMP,Emperor Energy Limited,$0.003,0.00,0.00%,$3.05 M,0.00%
2030,"2,031",no change,BNR,Bulletin Res Limited,$0.017,0.00,0.00%,$3.05 M,-59.52%
2031,"2,032",no change,AGE,Alligator Energy,$0.003,0.00,0.00%,$3.05 M,-65.71%
2032,"2,033",no change,SVS,Sunvest Corporation,$0.25,0.00,0.00%,$3.04 M,-12.28%
2033,"2,034",no change,SRN,Surefire Rescs NL,$0.006,0.00,0.00%,$3.02 M,-53.85%
2034,"2,035",no change,RDN,Raiden Resources Limited,$0.01,0.00,0.00%,$3.02 M,-98.41%
2035,"2,036",no change,XPE,Xped Limited,$0.002, 0.00,0.00%,$3.01 M,-50.00%
2036,"2,037",down,IP1,Int Payment Tech Limited,$0.013,-0.004,-23.53%,$3.01 M,-59.07%
2037,"2,038",no change,CLZ,Classic Min Limited,$0.001,0.00,0.00%,$3.01 M,-75.00%
2038,"2,039",no change,AVW,Avira Resources Limited,$0.003,0.00,0.00%,$3.00 M,-66.67%
2039,"2,040",down,NES,Nelson Resources,$0.07,-0.001,-1.41%,$2.97 M,-61.11%
2040,"2,041",no change,MHC,Manhattan Corp Limited,$0.004,0.00,0.00%,$2.97 M,-86.21%
2041,"2,042",no change,ZIP,Ziptel Limited,$0.016,0.00,0.00%,$2.96 M,-11.11%
2042,"2,043",no change,MTH,Mithril Resources,$0.007,0.00,0.00%,$2.96 M,-60.14%
2043,"2,044",down,MGT,Magnetite Mines,$0.004,-0.001,-20.00%,$2.95 M,-73.33%
2044,"2,045",no change,PDI,Predictive Disc Limited,$0.01,0.00,0.00%,$2.95 M,-68.75%
2045,"2,046",no change,LCY,Legacy Iron Ore,$0.002,0.00,0.00%,$2.94 M,-50.00%
2046,"2,047",no change,CYQ,CYCLIQ Group Limited,$0.003,0.00,0.00%,$2.92 M,-81.25%
2047,"2,048",no change,GRV,Greenvale Energy Limited,$0.031,0.00,0.00%,$2.89 M,-22.50%
2048,"2,049",no change,ENB,Eneabba Gas Limited,$0.005,0.00,0.00%,$2.89 M,-50.00%
2049,"2,050",no change,S3R,Serpentine Tech Limited,$0.004,0.00,0.00%,$2.89 M,-33.33%
2050,"2,051",no change,QAG,Betaagriculture ETF Units FP,$5.44,0.00,0.00%,$2.88 M,-18.56%
2051,"2,052",no change,ORM,Orion Metals Limited,$0.006,0.00,0.00%,$2.87 M,-70.00%
2052,"2,053",no change,BDG,Black Dragon Gold Chess Depositary Interests 1:1,$0.094,0.00,0.00%,$2.87 M,-53.00%
2053,"2,054",no change,VRI,Veriluma Limited,$0.015,0.00,0.00%,$2.83 M,0.00%
2054,"2,055",down,RAG,Ragnar Metals Limited,$0.009,-0.003,-25.00%,$2.82 M,-40.00%
2055,"2,056",no change,PUR,Pursuit Minerals,$0.017,0.00,0.00%,$2.81 M,-85.83%
2056,"2,057",up,MSG,MCS Services Limited,$0.015,+0.001,+7.14%,$2.81 M,-21.05%
2057,"2,058",no change,APG,Austpac Resources NL,$0.001,0.00,0.00%,$2.81 M,-66.67%
2058,"2,059",no change,ENT,Enterprise Metals,$0.007,0.00,0.00%,$2.81 M,-56.25%
2059,"2,060",no change,POW,Protean Energy Limited,$0.009,0.00,0.00%,$2.80 M,-72.73%
2060,"2,061",no change,NIU,Niuminco Group Limited,$0.001,0.00,0.00%,$2.80 M,-50.00%
2061,"2,062",no change,KIK,Kairiki Energy Limited,$0.008,0.00,0.00%,$2.79 M,0.00%
2062,"2,063",no change,AL8,Alderan Resource Limited,$0.032,0.00,0.00%,$2.78 M,-95.22%
2063,"2,064",up,WMC,Wonhe Multimedia,$0.018,+0.001,+5.88%,$2.74 M,-76.00%
2064,"2,065",no change,IDZ,Indoor Skydive Aust,$0.02,0.00,0.00%,$2.73 M,-87.10%
2065,"2,066",no change,CAE,Cannindah Resources,$0.015,0.00,0.00%,$2.72 M,-65.12%
2066,"2,067",no change,MGZ,Medigard Limited,$0.02,0.00,0.00%,$2.71 M,+11.11%
2067,"2,068",no change,KGM,Kalnorth Gold Limited,$0.003,0.00,0.00%,$2.68 M,-50.00%
2068,"2,069",no change,TSC,Twenty Seven Co. Limited,$0.003,0.00,0.00%,$2.68 M,-66.67%
2069,"2,070",no change,RMI,Resource Mining Corp,$0.009,0.00,0.00%,$2.67 M,-18.18%
2070,"2,071",no change,FDX,Frontier Diamonds,$0.024,0.00,0.00%,$2.66 M,-83.45%
2071,"2,072",no change,BPL,Broken Hill Prospect,$0.018,0.00,0.00%,$2.66 M,-86.67%
2072,"2,073",down,SCI,Silver City Minerals,$0.009,-0.001,-10.00%,$2.64 M,-77.50%
2073,"2,074",down,QHAL,Vaneck QUAL Hedged ETF Units FP,$26.28,-0.11,-0.42%,$2.63 M,+2.66%
2074,"2,075",no change,RFN,Reffind Limited,$0.005,0.00,0.00%,$2.58 M,-68.75%
2075,"2,076",error,MOH,Moho Resources,$0.07,0.00,0.00%,$2.58 M,-58.82%
2076,"2,077",down,TRL,Tanga Resources Limited,$0.002,-0.001,-33.33%,$2.55 M,-75.85%
2077,"2,078",no change,ARO,Astro Resources NL,$0.002,0.00,0.00%,$2.54 M,-33.33%
2078,"2,079",no change,BPH,BPH Energy Limited,$0.001,0.00,0.00%,$2.54 M,-33.33%
2079,"2,080",no change,GCR,Golden Cross,$0.025,0.00,0.00%,$2.54 M,+66.67%
2080,"2,081",no change,JVG,JV Global Limited,$0.001,0.00,0.00%,$2.51 M,0.00%
2081,"2,082",no change,IAB,IAB Holdings Limited,$0.105,0.00,0.00%,$2.50 M,-74.39%
2082,"2,083",no change,VIC,Victory Mines Limited,$0.002,0.00,0.00%,$2.45 M,-83.33%
2083,"2,084",error,BBR,Bora Bora Resources,$0.047,0.00,0.00%,$2.45 M,0.00%
2084,"2,085",no change,SYS,SYNGAS Limited,$0.004,0.00,0.00%,$2.45 M,+33.33%
2085,"2,086",down,AHN,Athena Resources,$0.009,-0.003,-25.00%,$2.44 M,-78.38%
2086,"2,087",no change,RUB,Rubicor Group,$0.01,0.00,0.00%,$2.43 M,-72.97%
2087,"2,088",no change,PWN,Parkway Minls NL,$0.004,0.00,0.00%,$2.43 M,-60.00%
2088,"2,089",no change,THR,Thor Mining Plc Chess Depositary Interests 1:1,$0.015,0.00,0.00%,$2.43 M,-63.42%
2089,"2,090",no change,N27,Northern Cobalt,$0.053,0.00,0.00%,$2.40 M,-80.73%
2090,"2,091",no change,MNC,Metminco Limited,$0.002,0.00,0.00%,$2.38 M,-75.00%
2091,"2,092",up,G88,Golden Mile Res Limited,$0.058,+0.003,+5.46%,$2.37 M,-91.41%
2092,"2,093",up,REIT,Vaneck Internat REIT ETF Units FP,$19.73,+0.02,+0.10%,$2.37 M,-1.35%
2093,"2,094",no change,WCN,White Cliff Min Limited,$0.005,0.00,0.00%,$2.35 M,-94.83%
2094,"2,095",no change,ZEU,ZEUS Resources Limited,$0.013,0.00,0.00%,$2.34 M,-13.33%
2095,"2,096",no change,MRD,Mount Ridley Mines,$0.001,0.00,0.00%,$2.33 M,-77.14%
2096,"2,097",no change,REV,Real Estate Investar,$0.01,0.00,0.00%,$2.33 M,-44.44%
2097,"2,098",no change,PPY,Papyrus Australia,$0.01,0.00,0.00%,$2.31 M,0.00%
2098,"2,099",no change,NC6,Nanollose Limited,$0.066,0.00,0.00%,$2.31 M,-52.86%
2099,"2,100",no change,JKA,Jacka Resources Limited,$0.003,0.00,0.00%,$2.30 M,+50.00%
2100,"2,101",no change,EPM,Eclipse Metals,$0.002,0.00,0.00%,$2.30 M,-66.67%
2101,"2,102",no change,SI6,SIX Sigma Metals Limited,$0.005,0.00,0.00%,$2.29 M,-70.59%
2102,"2,103",no change,AAP,Australian Agri Limited,$0.015,0.00,0.00%,$2.29 M,-50.00%
2103,"2,104",no change,SGO,Stream Group Limited,$0.01,0.00,0.00%,$2.28 M,-71.43%
2104,"2,105",no change,STL,Stargroup Limited,$0.019,0.00,0.00%,$2.28 M,0.00%
2105,"2,106",no change,LGR,Lanka Graphite Limited,$0.021,0.00,0.00%,$2.28 M,-63.16%
2106,"2,107",down,TTL,Transcendence,$0.013,-0.003,-18.75%,$2.26 M,-48.00%
2107,"2,108",no change,CRM,Carbon Minerals Limited,$0.12,0.00,0.00%,$2.26 M,-4.00%
2108,"2,109",no change,CY5,CYGNUS Gold Limited,$0.05,0.00,0.00%,$2.26 M,-71.43%
2109,"2,110",up,WML,Woomera Mining Limited,$0.038,+0.003,+8.57%,$2.25 M,-72.86%
2110,"2,111",down,SLZ,Sultan Resources Limited,$0.052,-0.004,-7.14%,$2.23 M,-59.86%
2111,"2,112",no change,ROG,Red Sky Energy,$0.002,0.00,0.00%,$2.23 M,-50.00%
2112,"2,113",no change,QSS,Questus Limited,$0.024,0.00,0.00%,$2.22 M,-11.11%
2113,"2,114",no change,DDD,3D Resources Limited,$0.002,0.00,0.00%,$2.21 M,-55.00%
2114,"2,115",no change,AXT,Argo Exploration,$0.012,0.00,0.00%,$2.20 M,-42.86%
2115,"2,116",no change,OXX,Octanex Limited,$0.008,0.00,0.00%,$2.18 M,-73.33%
2116,"2,117",no change,PGS,Planet Gas Limited,$0.004,0.00,0.00%,$2.15 M,-20.00%
2117,"2,118",no change,STC,Sinetech Limited,$0.003,0.00,0.00%,$2.12 M,-66.67%
2118,"2,119",no change,PPL,Pureprofile Limited,$0.018,0.00,0.00%,$2.12 M,-82.00%
2119,"2,120",no change,AOA,Ausmon Resorces,$0.004,0.00,0.00%,$2.11 M,-66.67%
2120,"2,121",no change,RMT,Rma Energy Limited,$0.001,0.00,0.00%,$2.10 M,-66.67%
2121,"2,122",no change,RFR,Rafaella Resources,$0.07,0.00,0.00%,$2.09 M,-65.00%
2122,"2,123",no change,PLC,PLC Financial,$0.013,0.00,0.00%,$2.09 M,-51.85%
2123,"2,124",no change,ABV,ADV Braking Tech Limited,$0.007,0.00,0.00%,$2.08 M,-80.91%
2124,"2,125",no change,FAM,Family Insights,$0.001,0.00,0.00%,$2.08 M,-79.17%
2125,"2,126",down,CURE,ETFs S&P Biotech ETF Units FP,$51.94,-0.31,-0.59%,$2.08 M,+6.02%
2126,"2,127",no change,TTA,TTA Holdings Limited,$0.015,0.00,0.00%,$2.06 M,-25.00%
2127,"2,128",no change,PCH,Property Connect,$0.003,0.00,0.00%,$2.06 M,-50.00%
2128,"2,129",no change,HGM,High Grade Metals,$0.006,0.00,0.00%,$2.04 M,-88.24%
